EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,DistanceFromHome,Education,EmployeeCount,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,Mean_In_Time,Mean_Out_Time,Mean_Duration_Hours,Attrition_Yes,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married
2473,2.0,2.0,3.0,32,10,4,1,1,0.47532934280091144,2.0,11,8,1,12.0,2,7,0,7,3,3,10.020833333333334,16.051666666666666,6.030898036590807,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2474,2.0,4.0,3.0,38,8,2,1,1,-0.8475627428910846,3.0,11,8,0,15.0,2,1,1,0,2,3,10.034444444444444,18.93305555555556,8.898645693886658,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2475,3.0,3.0,3.0,43,1,4,1,3,0.244790005670199,9.0,12,8,1,6.0,3,1,0,0,3,3,9.986388888888888,18.25861111111111,8.27246207050424,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2476,2.0,2.0,2.0,42,1,3,1,1,2.329205579174613,8.0,13,8,1,7.0,3,5,0,4,3,3,10.016666666666667,16.738333333333333,6.721584114234716,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2477,3.0,3.0,3.0,55,3,2,1,1,0.18019649554325287,8.0,20,8,1,34.0,3,1,0,0,3,4,9.985833333333332,17.51222222222222,7.526506024096385,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2478,4.0,2.0,2.0,33,14,3,1,1,0.9172849384063325,5.0,12,8,0,11.0,2,9,1,7,3,3,10.006388888888889,16.692222222222224,6.685708389112004,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2479,3.0,1.0,3.0,41,5,3,1,1,1.2039186395946562,1.0,19,8,0,5.0,2,5,0,4,3,3,9.987222222222222,16.328888888888887,6.341692324854975,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2480,4.0,3.0,3.0,34,7,4,1,1,2.7883719455704377,1.0,21,8,0,15.0,5,15,0,7,2,4,9.989166666666666,18.134999999999998,8.14588464970995,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2481,1.0,3.0,2.0,53,10,4,1,2,-0.9419032642607033,4.0,13,8,2,27.0,2,3,0,2,4,3,10.015,18.03666666666667,8.021538375725124,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2482,2.0,4.0,3.0,43,16,2,1,1,0.059296142706962186,0.0,16,8,1,10.0,2,9,1,8,3,3,9.988055555555555,16.138333333333332,6.150527666220437,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2483,4.0,4.0,3.0,34,10,2,1,5,0.2711373584851376,5.0,12,8,1,6.0,2,2,2,2,3,3,9.976944444444445,17.578055555555554,7.601075412762159,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2484,2.0,2.0,3.0,21,1,2,1,5,-0.7887061563609395,1.0,14,8,0,1.0,3,1,1,0,4,3,9.99111111111111,17.458055555555553,7.46677822400714,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2485,4.0,3.0,3.0,38,8,2,1,2,-0.7015899091502555,1.0,11,8,1,5.0,3,5,0,4,2,3,10.00388888888889,16.41861111111111,6.4147021419009365,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2486,3.0,1.0,3.0,22,1,3,1,4,-0.32614013153738103,1.0,14,8,0,1.0,3,1,0,0,3,3,9.999166666666666,18.85,8.85078759482374,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
2487,1.0,4.0,3.0,31,8,5,1,5,1.4059858373930965,1.0,12,8,2,13.0,6,12,5,7,2,3,10.0075,17.259444444444444,7.251855198572066,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2488,1.0,3.0,3.0,51,1,4,1,1,-0.5248076709080871,2.0,14,8,0,15.0,2,2,2,2,3,3,10.008611111111112,16.724444444444444,6.716070950468541,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2489,2.0,2.0,3.0,37,24,1,1,2,-0.6824668304942517,1.0,16,8,3,5.0,2,5,0,3,2,3,9.95611111111111,17.899444444444445,7.9431258366800535,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2490,3.0,4.0,3.0,46,3,4,1,1,-0.4740252731438104,7.0,13,8,0,24.0,3,2,2,2,4,3,10.021111111111113,19.83888888888889,9.81764614011602,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2491,4.0,1.0,3.0,36,27,3,1,4,-0.30744201018484396,7.0,12,8,0,15.0,2,12,5,7,2,3,9.989444444444443,19.329444444444444,9.340136099955377,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2492,3.0,2.0,2.0,44,10,4,1,1,-0.7774447878190706,1.0,12,8,0,6.0,2,5,2,3,4,3,10.022777777777778,19.13611111111111,9.113222891566265,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2493,3.0,2.0,2.0,37,19,2,1,2,-0.8074042777134766,2.0,14,8,0,19.0,2,10,4,7,3,3,9.973333333333333,16.12527777777778,6.151806113342258,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2494,3.0,4.0,3.0,35,15,4,1,2,-0.9771747204484436,1.0,22,8,1,10.0,4,10,7,7,3,4,9.99861111111111,18.53111111111111,8.532476572958501,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2495,4.0,1.0,3.0,33,8,5,1,2,0.3656903585064897,6.0,19,8,0,14.0,3,10,7,6,3,3,9.996944444444443,17.912499999999998,7.915603525211959,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2496,3.0,4.0,4.0,28,9,3,1,2,-0.36906081918752287,1.0,12,8,0,5.0,3,5,0,3,3,3,10.000277777777777,17.35777777777778,7.357454261490406,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2497,3.0,3.0,3.0,39,3,4,1,2,-0.8271647923246804,7.0,12,8,0,9.0,2,4,2,2,2,3,9.985277777777776,16.87638888888889,6.891262829094154,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2498,2.0,2.0,3.0,46,9,2,1,2,-0.1640189202648155,8.0,17,8,0,6.0,2,2,2,2,3,3,9.994444444444444,16.6925,6.69791499330656,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2499,3.0,1.0,2.0,40,2,2,1,1,-0.8422507765977502,4.0,12,8,1,7.0,3,4,0,2,3,3,9.9925,16.546666666666667,6.554103078982597,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2500,2.0,1.0,2.0,42,7,4,1,2,-0.16763105734428288,5.0,11,8,0,10.0,2,0,0,0,3,3,10.025,16.638055555555557,6.612925033467202,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2501,2.0,4.0,3.0,35,10,1,1,2,-0.4631888619054082,2.0,18,8,3,15.0,3,7,1,7,3,3,9.998055555555554,16.711944444444445,6.713752788933512,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2502,1.0,2.0,3.0,38,6,4,1,3,0.17700931576725223,5.0,11,8,0,13.0,3,11,3,8,3,3,9.981944444444444,17.6575,7.675441767068273,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2503,4.0,1.0,2.0,34,2,1,1,1,1.4865152464000457,4.0,23,8,2,11.0,2,7,0,7,4,4,9.994444444444444,17.80138888888889,7.806806113342258,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2504,4.0,1.0,1.0,37,24,3,1,1,1.54154721719899,1.0,11,8,1,10.0,5,10,0,8,3,3,9.9825,16.191111111111113,6.2087594823739405,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2505,3.0,4.0,3.0,39,2,1,1,2,-0.28640662366323977,2.0,18,8,1,7.0,3,2,2,2,2,3,10.01888888888889,16.259722222222223,6.240841142347167,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2506,1.0,3.0,2.0,43,8,5,1,3,-0.9019572777348287,4.0,18,8,0,7.0,2,3,1,2,3,3,10.005,17.353611111111114,7.348616688978135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2507,2.0,2.0,1.0,41,3,3,1,3,-0.6174483630638389,3.0,13,8,1,11.0,2,3,1,2,1,3,9.958888888888888,17.670555555555556,7.711629852744311,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2508,3.0,3.0,4.0,41,1,1,1,3,-0.8473502642393511,0.0,18,8,0,23.0,2,22,13,5,2,3,9.994166666666667,20.144444444444446,10.150302320392683,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2509,1.0,3.0,3.0,30,26,3,1,2,-0.4425784326872708,9.0,11,8,0,9.0,3,7,0,2,3,3,9.985833333333332,17.07777777777778,7.091917670682731,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2510,4.0,2.0,3.0,26,2,1,1,3,0.015950497753353582,0.0,15,8,2,6.0,3,5,1,4,2,3,10.006944444444445,18.653055555555554,8.646369924141007,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2511,4.0,2.0,4.0,46,10,3,1,1,-0.44215347538380406,4.0,11,8,1,13.0,2,9,3,7,3,3,10.00611111111111,17.96944444444444,7.963184962070504,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
2512,3.0,4.0,3.0,40,27,2,1,3,0.8012715945599095,4.0,18,8,0,12.0,3,5,0,3,3,3,9.982222222222223,16.599722222222223,6.617321508255243,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2513,2.0,3.0,3.0,34,2,3,1,2,-0.24646063713736518,1.0,14,8,0,10.0,5,10,4,8,2,3,9.982777777777779,17.349166666666665,7.366308567603748,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2514,2.0,2.0,2.0,58,2,4,1,1,-0.8768847968302903,4.0,12,8,1,37.0,3,16,14,14,3,3,9.968055555555555,16.573055555555555,6.604863900044623,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2515,2.0,3.0,4.0,35,8,1,1,3,-0.24582320118216505,0.0,14,8,0,6.0,3,5,0,3,2,3,10.013333333333334,17.405555555555555,7.39225011155734,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2516,3.0,2.0,3.0,47,19,5,1,2,-0.781056924898538,8.0,14,8,1,28.0,3,22,14,10,3,3,9.987777777777778,20.455277777777777,10.467469879518072,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2517,2.0,1.0,3.0,40,1,4,1,2,2.8557276781699175,2.0,13,8,1,15.0,3,7,7,7,3,3,9.970277777777778,17.171666666666667,7.201407853636769,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2518,4.0,4.0,2.0,54,27,4,1,1,-0.7164634147715918,4.0,14,8,0,14.0,3,7,1,7,2,3,10.001111111111111,17.025555555555556,7.024326193663543,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
2519,1.0,1.0,3.0,31,8,4,1,3,-0.8394885541252163,2.0,18,8,0,9.0,2,3,2,2,3,3,9.961666666666666,17.398888888888887,7.437342704149933,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2520,3.0,1.0,3.0,28,1,2,1,3,-0.4304671495384684,1.0,15,8,0,3.0,6,3,1,2,3,3,9.995833333333332,17.59,7.594279339580544,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2521,2.0,4.0,2.0,38,19,3,1,2,-0.006147282026917471,2.0,13,8,2,20.0,3,4,0,3,1,3,9.982222222222223,19.421111111111113,9.438776215975011,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2522,3.0,4.0,3.0,26,8,3,1,1,-0.7372863226414627,1.0,12,8,0,5.0,2,5,1,2,2,3,10.0025,16.142777777777777,6.140257697456493,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,1.0,3.0,3.0,58,10,4,1,1,-0.7578967518596,2.0,13,8,1,23.0,3,2,2,2,3,3,10.018333333333334,19.584722222222222,9.566404506916555,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2524,2.0,3.0,1.0,18,2,3,1,3,2.5716437208023946,1.0,24,8,2,0.0,4,0,0,0,3,4,10.004166666666666,17.564444444444444,7.5603949129852746,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2525,4.0,1.0,3.0,31,2,3,1,3,-0.9210803563908324,0.0,14,8,1,2.0,2,1,0,0,3,3,10.010277777777778,16.176944444444445,6.166606425702811,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2526,1.0,1.0,3.0,29,8,2,1,1,-0.7755324799534702,4.0,14,8,1,4.0,5,2,2,0,2,3,10.000277777777777,18.651666666666664,8.651220437304776,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2527,3.0,3.0,4.0,45,1,4,1,1,2.2406019814017952,4.0,15,8,0,10.0,3,8,5,7,2,3,9.997777777777777,17.160833333333333,7.163044399821508,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
2528,4.0,2.0,3.0,36,2,3,1,5,-0.8951579608793606,4.0,11,8,0,15.0,5,1,0,0,3,3,9.980555555555556,20.535,10.554516956715752,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2529,1.0,4.0,3.0,43,8,3,1,1,-0.6168109271086387,1.0,23,8,0,7.0,2,7,7,7,3,4,10.005833333333333,17.034722222222225,7.028622266845159,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2530,4.0,4.0,2.0,27,8,4,1,5,-0.9340415541465684,0.0,13,8,0,6.0,2,5,0,2,3,3,10.002222222222223,20.16361111111111,10.161212628290942,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2531,4.0,4.0,4.0,29,6,2,1,1,-0.5073844214659503,1.0,11,8,0,11.0,1,11,3,10,3,3,9.986666666666666,17.661388888888887,7.674918563141454,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
2532,4.0,4.0,4.0,32,9,4,1,4,-0.4623389472984747,8.0,13,8,0,4.0,4,0,0,0,3,3,9.969722222222222,17.500555555555554,7.5309526996876395,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2533,3.0,3.0,2.0,42,11,3,1,1,2.412284732002363,3.0,18,8,0,10.0,2,6,3,3,3,3,10.004166666666666,16.512777777777778,6.5085899152164215,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2534,2.0,3.0,3.0,47,2,2,1,5,-0.7026523024089224,4.0,14,8,1,7.0,3,2,2,0,2,3,10.0,16.15833333333333,6.158460508701473,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2535,4.0,4.0,2.0,46,1,3,1,1,2.672571080375748,3.0,21,8,0,12.0,2,9,4,7,3,4,9.998333333333333,17.174722222222222,7.17657072735386,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2536,3.0,4.0,3.0,28,7,3,1,1,0.5233495180926543,1.0,16,8,1,3.0,3,3,2,2,2,3,9.998888888888889,17.649722222222223,7.650807675145025,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2537,4.0,3.0,3.0,29,16,3,1,1,-0.9121562530180307,8.0,11,8,1,11.0,4,7,1,6,3,3,10.018611111111111,18.055555555555557,8.037095046854082,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2538,4.0,3.0,3.0,42,2,4,1,2,-0.4172934731309991,4.0,17,8,1,8.0,5,0,0,0,3,3,9.989722222222222,16.593333333333334,6.603624497991968,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2539,3.0,2.0,2.0,32,1,1,1,2,-0.7993300889476083,7.0,11,8,0,7.0,3,2,2,2,3,3,10.016388888888889,20.338055555555556,10.321854082998662,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2540,1.0,1.0,3.0,46,23,1,1,2,-0.6399711001475766,2.0,14,8,0,25.0,0,19,2,8,3,3,9.993888888888888,17.789444444444445,7.7955923694779115,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2541,2.0,3.0,3.0,27,2,3,1,5,-0.41686851582753237,1.0,14,8,2,9.0,4,9,5,8,4,3,9.985833333333332,17.091944444444444,7.105976126729139,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2542,4.0,2.0,3.0,29,1,2,1,3,-0.812716244006811,1.0,25,8,1,1.0,3,1,0,0,3,4,10.0025,17.915277777777778,7.912882641677823,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
2543,1.0,3.0,3.0,43,1,3,1,1,0.18614589779178736,7.0,13,8,2,21.0,3,16,6,14,2,3,9.991388888888888,16.32138888888889,6.329987728692548,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2544,4.0,2.0,3.0,48,2,3,1,2,-0.04906796967705933,4.0,14,8,0,29.0,3,22,12,9,2,3,10.014722222222222,16.165,6.150227576974565,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2545,4.0,4.0,2.0,29,13,2,1,1,-0.27259551130057036,1.0,17,8,0,1.0,3,1,1,0,2,3,9.998888888888889,18.461111111111112,8.46237951807229,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2546,3.0,2.0,3.0,46,4,4,1,2,-0.7989051316441416,5.0,25,8,1,14.0,1,8,0,7,4,4,9.981111111111112,17.831944444444446,7.850853413654618,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2547,4.0,1.0,2.0,27,16,4,1,3,-0.31976577198537975,0.0,20,8,2,8.0,3,7,7,3,3,4,9.994166666666667,17.625,7.630746318607764,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2548,4.0,4.0,3.0,39,2,3,1,3,0.7965970642217752,8.0,13,8,1,7.0,3,2,2,2,3,3,9.991388888888888,16.53805555555556,6.546820615796519,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2549,2.0,4.0,4.0,55,2,3,1,1,-0.7908309428782733,8.0,13,8,1,19.0,2,5,0,4,3,3,9.981666666666667,16.215833333333332,6.234011601963409,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2550,2.0,2.0,3.0,28,29,2,1,2,0.07416964832829848,1.0,18,8,1,1.0,2,1,0,0,4,3,10.008333333333333,16.989166666666666,6.980925925925926,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2551,2.0,4.0,2.0,30,12,4,1,2,-0.32996474726858177,1.0,12,8,2,1.0,3,1,0,0,3,3,10.02138888888889,17.683611111111112,7.6623003123605535,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2552,4.0,2.0,3.0,22,16,2,1,2,-0.6212729787950396,1.0,19,8,3,1.0,3,1,0,0,3,3,10.031944444444445,20.441388888888888,10.40920013386881,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2553,2.0,3.0,3.0,36,11,3,1,1,1.421071821666166,1.0,14,8,1,10.0,2,10,1,7,2,3,9.993055555555555,19.273333333333333,9.280291164658635,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2554,2.0,3.0,3.0,31,2,4,1,5,0.8231568956884472,1.0,14,8,0,10.0,2,10,0,2,3,3,10.00611111111111,17.509166666666665,7.503266398929049,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2555,3.0,4.0,3.0,34,14,2,1,1,-0.9068442867246963,2.0,14,8,1,9.0,2,5,1,0,3,3,9.996666666666666,17.997777777777777,8.001080990629184,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2556,4.0,1.0,3.0,29,5,5,1,1,0.8497167271551191,3.0,12,8,0,11.0,4,3,1,2,2,3,9.998333333333333,17.072499999999998,7.074042838018742,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2557,4.0,1.0,3.0,37,7,2,1,1,-0.9544395047129725,5.0,13,8,0,16.0,4,5,0,4,4,3,10.014166666666666,18.568055555555556,8.553765060240963,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2558,4.0,2.0,3.0,35,2,1,1,2,-0.9867362597764455,0.0,25,8,1,4.0,2,3,0,2,2,4,10.046388888888888,20.450833333333332,10.404541499330657,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
2559,2.0,4.0,2.0,45,3,3,1,2,-0.5828143428312986,0.0,14,8,1,10.0,2,9,3,8,2,3,9.97861111111111,17.078333333333333,7.09977353859884,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2560,2.0,4.0,2.0,36,5,3,1,4,2.3959238758188928,1.0,17,8,1,10.0,5,10,0,8,1,3,9.998888888888889,16.552500000000002,6.553534136546184,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2561,1.0,1.0,3.0,40,3,3,1,1,0.07013255394536434,2.0,13,8,0,22.0,3,19,11,16,3,3,9.991666666666665,16.80027777777778,6.808672467648371,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2562,2.0,3.0,2.0,26,26,2,1,2,0.06567050225896345,1.0,13,8,0,1.0,2,1,1,0,2,3,9.998333333333333,19.22861111111111,9.23025211958947,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2563,1.0,3.0,2.0,27,4,3,1,2,-0.2830069652355058,0.0,20,8,1,9.0,1,8,0,7,2,4,10.002222222222223,17.540833333333335,7.538688085676038,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2564,4.0,4.0,3.0,48,2,3,1,2,2.8125945118680424,3.0,14,8,0,24.0,2,22,4,7,4,3,9.987222222222222,17.161666666666665,7.174716644355199,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2565,2.0,1.0,3.0,44,1,2,1,4,2.593953979234399,2.0,12,8,1,10.0,0,2,2,2,3,3,10.005833333333333,17.084444444444443,7.078672467648372,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2566,4.0,1.0,3.0,34,27,2,1,1,-0.5972628911491682,1.0,12,8,1,5.0,5,5,3,0,3,3,9.986944444444443,19.966944444444444,9.979881749219098,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2567,1.0,4.0,3.0,56,1,2,1,5,-0.8380012035630826,1.0,21,8,0,5.0,3,4,1,0,3,4,9.989722222222222,16.880555555555556,6.890952699687639,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2568,3.0,2.0,1.0,36,13,3,1,3,-0.8469253069358844,2.0,14,8,0,12.0,3,4,1,3,3,3,10.035277777777777,17.32138888888889,7.286192547969656,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2569,3.0,2.0,3.0,41,5,3,1,1,0.025512037081355483,5.0,18,8,0,14.0,3,5,1,4,3,3,9.997777777777777,16.402777777777775,6.4050379294957605,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2570,3.0,1.0,4.0,42,7,3,1,2,2.4991885005613135,9.0,12,8,1,18.0,4,13,5,7,3,3,9.965833333333332,17.317777777777778,7.351927710843374,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2571,3.0,4.0,3.0,31,9,4,1,1,2.0442717072001564,2.0,23,8,1,8.0,2,5,1,4,2,4,9.99111111111111,18.240277777777777,8.249039491298527,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2572,4.0,4.0,2.0,34,8,1,1,3,-0.8324767586180148,3.0,12,8,0,9.0,5,4,0,1,3,3,10.012222222222222,19.17777777777778,9.16537037037037,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2573,1.0,3.0,2.0,31,25,2,1,3,2.488139610671178,8.0,21,8,2,4.0,3,2,2,2,4,4,10.015833333333333,16.795833333333334,6.779831548415886,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2574,3.0,4.0,3.0,26,16,2,1,2,0.39883702817689626,0.0,14,8,0,8.0,3,7,7,7,4,3,10.011666666666667,16.119722222222222,6.108089022757698,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2575,2.0,3.0,3.0,45,8,4,1,2,-0.7455729900590643,4.0,18,8,1,12.0,2,4,0,3,3,3,9.982777777777779,17.736944444444447,7.754147701918786,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2576,2.0,3.0,2.0,33,1,3,1,5,-1.1218726822788723,1.0,13,8,1,10.0,3,10,0,9,3,3,9.970277777777778,16.357222222222223,6.386948906738064,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2577,3.0,4.0,3.0,28,8,3,1,4,-1.1441829407108768,1.0,11,8,0,7.0,3,7,0,7,3,3,9.999444444444444,20.4175,10.41803324408746,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2578,3.0,1.0,3.0,29,2,4,1,2,-0.7708579496153359,1.0,11,8,0,1.0,3,1,0,0,3,3,9.995,16.784444444444446,6.789405399375279,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2579,1.0,3.0,3.0,39,8,5,1,2,2.6179640668802704,6.0,19,8,1,10.0,4,3,1,2,3,3,10.017777777777779,16.33138888888889,6.313493975903614,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2580,2.0,2.0,2.0,27,3,2,1,2,1.503088581235249,1.0,12,8,1,6.0,2,5,1,2,3,3,10.014444444444445,17.290000000000003,7.275585676037483,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2581,3.0,4.0,3.0,34,9,4,1,2,-0.8239776125486798,1.0,12,8,3,16.0,4,15,6,11,3,3,10.006388888888889,18.865833333333335,8.8594812583668,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
